description,location,price_naira,bedrooms,bathrooms,city,house_type,building_age
3 Bedroom Apartment,Ikoyi Lagos,40000000.0,3.0,3.0,Ikoyi,flat & apartment,Old
Newly Built 2 Bedroom Flat,Alagomeji Alagomeji Yaba Lagos,4000000.0,2.0,2.0,Yaba,flat & apartment,New
Newly Built Mini Flat,Shomolu Lagos,1800000.0,1.0,1.0,Shomolu,flat & apartment,New
Newly Built 2 Bedroom Flat,Ebute Metta Adekunle Yaba Lagos,3000000.0,2.0,2.0,Yaba,flat & apartment,New
Newly Built 2 Bedroom Flat,Sabo Alagomeji Yaba Lagos,4000000.0,2.0,2.0,Yaba,flat & apartment,New
Newly Built Room Self Contain,Morocco Shomolu Shomolu Lagos,1000000.0,1.0,1.0,Shomolu,self-contain,New
Newly Built Room Self Contain,Onipan Shomolu Shomolu Lagos,1000000.0,1.0,1.0,Shomolu,self-contain,New
Newly Built 2 Bedroom Flat,Sabo Alagomeji Yaba Lagos,4000000.0,2.0,2.0,Yaba,flat & apartment,New
Mini Flat,Morocco Fola Agoro Yaba Lagos,1800000.0,1.0,1.0,Yaba,flat & apartment,Old
Newly Built Mini Flat,Bajulaye Shomolu Shomolu Lagos,1600000.0,1.0,1.0,Shomolu,flat & apartment,New
Studio Apartment,Grace Court In Royal Prime Estate Lekki Phase 2 Lekki Lagos,2500000.0,1.0,1.0,Lekki,flat & apartment,Old
A Room Self Contained,Fadeyi Jibowu Yaba Lagos,1000000.0,1.0,1.0,Yaba,self-contain,Old
Mini Flat,Morocco Shomolu Lagos,2000000.0,1.0,1.0,Shomolu,flat & apartment,Old
Mini Flat,Morocco Fola Agoro Yaba Lagos,1800000.0,1.0,1.0,Yaba,flat & apartment,Old
Newly Built Room Self Contain,Onipanu Shomolu Shomolu Lagos,1000000.0,1.0,1.0,Shomolu,self-contain,New
Newly Built Mini Flat,Alagomeji Yaba Lagos,2000000.0,1.0,1.0,Yaba,flat & apartment,New
Mini Flat,Fadeyi Jibowu Yaba Lagos,1800000.0,1.0,1.0,Yaba,flat & apartment,Old
Newly Built Mini Flat,Ebute Metta Adekunle Yaba Lagos,3000000.0,1.0,1.0,Yaba,flat & apartment,New
A Room Self Contained,"Morocco, Shomolu Lagos",1000000.0,1.0,1.0,Shomolu,self-contain,Old
Newly Built Mini Flat,Adekunle Ebute Metta Yaba Lagos,2000000.0,1.0,1.0,Yaba,flat & apartment,New
Newly Built Room Self Contain,Somolu Fola Agoro Yaba Lagos,800000.0,1.0,1.0,Yaba,self-contain,New
Furnished 5 Bedroom Detached Duplex With Pool,"Megamond Estate ,lekki Lagos Chevron Lekki Lagos",30000000.0,5.0,5.0,Lekki,duplex,Old
Newly Built Room Self Contain,Fadeyi Jibowu Yaba Lagos,1000000.0,1.0,1.0,Yaba,self-contain,New
Decent Room Self Contain,Bariga Shomolu Shomolu Lagos,950000.0,1.0,1.0,Shomolu,self-contain,Old
Newly Built Room Self Contain,Ilaje Bariga Shomolu Lagos,800000.0,1.0,1.0,Shomolu,self-contain,New
Room Self Contain,Fadeyi Jibowu Yaba Lagos,1000000.0,1.0,1.0,Yaba,self-contain,Old
Newly Built 2 Bedroom Flat,Alagomeji Yaba Lagos,3000000.0,2.0,2.0,Yaba,flat & apartment,New
Mini Flat,Morocco Shomolu Lagos,1700000.0,1.0,1.0,Shomolu,flat & apartment,Old
Newly Built 2 Bedroom Flat,Adekunle Adekunle Yaba Lagos,3000000.0,2.0,2.0,Yaba,flat & apartment,New
Newly Built Mini Flat,Palmgroove Shomolu Lagos,2000000.0,1.0,1.0,Shomolu,flat & apartment,New
Newly Built Room Self Contained,Abiodun Shomolu Lagos,800000.0,1.0,1.0,Shomolu,self-contain,New
Luxury 2 Bedroom Apartment With Pool And Gym,"Phase 1, Freedom Way Lekki Lagos",170000.0,2.0,2.0,Lekki,flat & apartment,Old
Newly Built Room Self Contained,Morocco Shomolu Lagos,1000000.0,1.0,1.0,Shomolu,self-contain,New
Newly Built Mini Flat,Alagomeji Yaba Lagos,2000000.0,1.0,1.0,Yaba,flat & apartment,New
Newly Built Room Self Contain,Onipanu Shomolu Shomolu Lagos,1000000.0,1.0,1.0,Shomolu,self-contain,New
Newly Built Mini Flat,Shomolu Shomolu Shomolu Lagos,2000000.0,1.0,1.0,Shomolu,flat & apartment,New
Newly Built Room Self Contain,Morocco Shomolu Shomolu Lagos,950000.0,1.0,1.0,Shomolu,self-contain,New
Newly Built Room Self Contain,Ebute Metta Adekunle Yaba Lagos,1000000.0,1.0,1.0,Yaba,self-contain,New
A Room Self Contained,Akoka Yaba Lagos,1000000.0,1.0,1.0,Yaba,self-contain,Old
2 Bedroom Flat,Adekunle Ebute Metta Yaba Lagos,5000000.0,2.0,2.0,Yaba,flat & apartment,Old
Newly Built 3 Bedroom Flat,Adekunle Ebute Metta Yaba Lagos,3000000.0,3.0,2.0,Yaba,flat & apartment,New
A Room Self Contained,Onipan Shomolu Shomolu Lagos,1000000.0,1.0,1.0,Shomolu,self-contain,Old
Newly Built Mini Flat,Bajulaiye Shomolu Lagos,2000000.0,1.0,1.0,Shomolu,flat & apartment,New
3 Bedroom Apartment,Ikoyi Lagos,40000000.0,3.0,3.0,Ikoyi,flat & apartment,Old
3 Bedroom Flat,Ebute Metta Adekunle Yaba Lagos,3000000.0,3.0,2.0,Yaba,flat & apartment,Old
Newly Built 2 Bedroom Flat,Alagomeji Yaba Lagos,3000000.0,2.0,2.0,Yaba,flat & apartment,New
Newly Built Mini Flat,Morocco Fola Agoro Yaba Lagos,1800000.0,1.0,1.0,Yaba,flat & apartment,New
Newly Built 2 Bedroom Flat,Alagomeji Yaba Lagos,4000000.0,2.0,2.0,Yaba,flat & apartment,New
A Room Self Contained,Morocco Shomolu Lagos,900000.0,1.0,1.0,Shomolu,self-contain,Old
Newly Built Mini Flat,Morocco Shomolu Lagos,1500000.0,1.0,1.0,Shomolu,flat & apartment,New
A Room Self Contained,Morocco Fola Agoro Yaba Lagos,800000.0,1.0,1.0,Yaba,self-contain,Old
A Room Self Contained,Morocco Shomolu Lagos,900000.0,1.0,1.0,Shomolu,self-contain,Old
Newly Built Mini Flat,Waec Jibowu Yaba Lagos,1800000.0,1.0,1.0,Yaba,flat & apartment,New
Newly Built Mini Flat,Onipan Shomolu Lagos,1800000.0,1.0,1.0,Shomolu,flat & apartment,New
Newly Built Mini Flat,Morocco Shomolu Shomolu Lagos,2000000.0,1.0,1.0,Shomolu,flat & apartment,New
Newly Built Room Self Contain,Morocco Shomolu Shomolu Lagos,1000000.0,1.0,1.0,Shomolu,self-contain,New
Newly Built Mini Flat,Alagomeji Yaba Lagos,2000000.0,1.0,1.0,Yaba,flat & apartment,New
Newly Built Room Self Contain,Apata Shomolu Shomolu Lagos,1000000.0,1.0,1.0,Shomolu,self-contain,New
2 Bedroom Flat,Adekunle Ebute Metta Yaba Lagos,3000000.0,2.0,2.0,Yaba,flat & apartment,Old
Newly Built 2 Bedroom,Alagomeji Alagomeji Yaba Lagos,3000000.0,2.0,2.0,Yaba,,New
Newly Built 3 Bedroom Flat,Palmgroove Shomolu Shomolu Lagos,3000000.0,3.0,3.0,Shomolu,flat & apartment,New
3 Bedroom Flat,Ebute Metta Adekunle Yaba Lagos,3000000.0,3.0,2.0,Yaba,flat & apartment,Old
Newly Built Room Self Contained,Palmgroove Shomolu Lagos,1000000.0,1.0,1.0,Shomolu,self-contain,New
3 Bedroom Apartment With Bq,Lekki Phase 1 Lekki Lagos,30000000.0,3.0,4.0,Lekki,flat & apartment,Old
Newly Built Room Self Contain,Fadeyi Fadeyi Shomolu Lagos,1000000.0,1.0,1.0,Shomolu,self-contain,New
Newly Built Room Self Contain,Fadeyi Jibowu Yaba Lagos,1000000.0,1.0,1.0,Yaba,self-contain,New
Mini Flat,Onipan Ikorodu Road(ilupeju) Ilupeju Lagos,1500000.0,1.0,1.0,Ilupeju,flat & apartment,Old
Newly Built 2 Bedroom Flat,Adekunle Ebute Metta Yaba Lagos,5000000.0,2.0,2.0,Yaba,flat & apartment,New
Newly Built Room Self Contain,Adekunle Ebute Metta Yaba Lagos,2000000.0,1.0,1.0,Yaba,self-contain,New
Newly Built Mini Flat,Adekunle Ebute Metta Yaba Lagos,1500000.0,1.0,1.0,Yaba,flat & apartment,New
Newly Built Mini Flat,Onipanu Shomolu Shomolu Lagos,2000000.0,1.0,1.0,Shomolu,flat & apartment,New
Newly Built Room Self Contained,Morocco Shomolu Lagos,1000000.0,1.0,1.0,Shomolu,self-contain,New
Newly Built Room Self Contain,Morocco Shomolu Shomolu Lagos,1200000.0,1.0,1.0,Shomolu,self-contain,New
Newly Built Room Self Contain,Onipanu Shomolu Shomolu Lagos,1200000.0,1.0,1.0,Shomolu,self-contain,New
Newly Built Room Self Contain,Fola Agoro Yaba Lagos,900000.0,1.0,1.0,Yaba,self-contain,New
A Room Self Contained,Morocco Shomolu Lagos,900000.0,1.0,1.0,Shomolu,self-contain,Old
A Room Self Contained,Onipan Ikorodu Road(ilupeju) Ilupeju Lagos,800000.0,1.0,1.0,Ilupeju,self-contain,Old
Newly Built 2 Bedroom Flat,Alagomeji Alagomeji Yaba Lagos,4000000.0,2.0,2.0,Yaba,flat & apartment,New
Newly Built Mini Flat,Fadeyi Jibowu Yaba Lagos,1500000.0,1.0,1.0,Yaba,flat & apartment,New
Newly Built 2 Bedroom Flat,Alagomeji Yaba Lagos,3000000.0,2.0,2.0,Yaba,flat & apartment,New
Newly Built Mini Flat,Morocco Shomolu Shomolu Lagos,1500000.0,1.0,1.0,Shomolu,flat & apartment,New
Newly Built 2 Bedroom Flat,Alagomeji Yaba Lagos,3000000.0,2.0,2.0,Yaba,flat & apartment,New
Newly Built 2 Bedroom Flat,Alagomeji Yaba Lagos,3000000.0,2.0,2.0,Yaba,flat & apartment,New
Newly Built Mini Flat,Morocco Shomolu Shomolu Lagos,2000000.0,1.0,1.0,Shomolu,flat & apartment,New
4 Bedroom Terrace Duplex,Happy Land Estate Sangotedo Ajah Lagos,7000000.0,4.0,5.0,Ajah,duplex,Old
Newly Built Mini Flat,Morocco Fola Agoro Yaba Lagos,2000000.0,1.0,1.0,Yaba,flat & apartment,New
Newly Built Room Self Contained,Bajulaiye Shomolu Lagos,800000.0,1.0,1.0,Shomolu,self-contain,New
A Room Self Contained,Palmgroove Shomolu Shomolu Lagos,1000000.0,1.0,1.0,Shomolu,self-contain,Old
Newly Built Self Contain,Shomolu Shomolu Lagos,1000000.0,1.0,1.0,Shomolu,self-contain,New
Newly Built Mini Flat,Palmgroove Ikorodu Road(ilupeju) Ilupeju Lagos,2000000.0,1.0,1.0,Ilupeju,flat & apartment,New
New Built Room Self Contain,Onipanu Palmgroove Shomolu Lagos,1000000.0,1.0,1.0,Shomolu,self-contain,Old
Newly Built Self Contain,Morocco Shomolu Shomolu Lagos,1000000.0,1.0,1.0,Shomolu,self-contain,New
4 Bedroom Terrace Duplex,Happy Land Estate Sangotedo Ajah Lagos,7000000.0,4.0,5.0,Ajah,duplex,Old
2 Bedroom Flat,Adekunle Ebute Metta Yaba Lagos,3000000.0,2.0,2.0,Yaba,flat & apartment,Old
A Room Self Contained,Onipan Ikorodu Road(ilupeju) Ilupeju Lagos,1200000.0,1.0,1.0,Ilupeju,self-contain,Old
Newly Built Room Self Contained,Onipanu Shomolu Lagos,1000000.0,1.0,1.0,Shomolu,self-contain,New
Mini Flat,Adekunle Ebute Metta Yaba Lagos,1500000.0,1.0,1.0,Yaba,flat & apartment,Old
Newly Built Room Self Contain,Ilaje Bariga Shomolu Lagos,700000.0,1.0,1.0,Shomolu,self-contain,New
2 Bedroom Flat,Alagomeji Yaba Lagos,5000000.0,2.0,2.0,Yaba,flat & apartment,Old
Mini Flat,Palmgroove Ikorodu Road(ilupeju) Ilupeju Lagos,2000000.0,1.0,1.0,Ilupeju,flat & apartment,Old
A Room Self Contained,Ebute Metta Adekunle Yaba Lagos,1000000.0,1.0,1.0,Yaba,self-contain,Old
Newly Built Room Self Contain,Fadeyi Jibowu Yaba Lagos,1000000.0,1.0,1.0,Yaba,self-contain,New
Newly Built Self Contain,Morocco Shomolu Shomolu Lagos,950000.0,1.0,1.0,Shomolu,self-contain,New
4 Bedroom Flat,Banana Island Banana Island Ikoyi Lagos,40000000.0,4.0,4.0,Ikoyi,flat & apartment,Old
A Room Self Contained,Morocco Fola Agoro Yaba Lagos,800000.0,1.0,1.0,Yaba,self-contain,Old
A Room Self Contained,Morocco Shomolu Lagos,1000000.0,1.0,1.0,Shomolu,self-contain,Old
Newly Built 2 Bedroom Flat,Alagomeji Alagomeji Yaba Lagos,3000000.0,2.0,2.0,Yaba,flat & apartment,New
Newly Built Room Self Contain,Onipan Shomolu Shomolu Lagos,1000000.0,1.0,1.0,Shomolu,self-contain,New
Newly Built Room Self Contain,Onipanu Shomolu Shomolu Lagos,1000000.0,1.0,1.0,Shomolu,self-contain,New
Newly Built Room Self Contain,Onipan Shomolu Shomolu Lagos,1200000.0,1.0,1.0,Shomolu,self-contain,New
Newly Built Mini Flat,Palmgroove Shomolu Lagos,2000000.0,1.0,1.0,Shomolu,flat & apartment,New
Newly Built Mini Flat,Morocco Fola Agoro Yaba Lagos,2000000.0,1.0,1.0,Yaba,flat & apartment,New
Newly Built 3 Bedroom Flat,Onipanu Palmgroove Shomolu Lagos,3000000.0,3.0,3.0,Shomolu,flat & apartment,New
Newly Built Room Self Contain,Morocco Fola Agoro Yaba Lagos,1000000.0,1.0,1.0,Yaba,self-contain,New
Newly Built 2 Bedroom Flat,Alagomeji Yaba Lagos,3000000.0,2.0,2.0,Yaba,flat & apartment,New
Newly Built 2 Bedroom Flat,Alagomeji Alagomeji Yaba Lagos,5000000.0,2.0,2.0,Yaba,flat & apartment,New
Newly Built Mini Flat,Onipanu Palmgroove Shomolu Lagos,2000000.0,1.0,1.0,Shomolu,flat & apartment,New
Mini Flat,Morocco Fola Agoro Yaba Lagos,1700000.0,1.0,1.0,Yaba,flat & apartment,Old
Mini Flat,Onipan Shomolu Shomolu Lagos,2000000.0,1.0,1.0,Shomolu,flat & apartment,Old
Newly Built 2 Bedroom Flat,Alagomeji Yaba Lagos,3000000.0,2.0,2.0,Yaba,flat & apartment,New
Newly Built Room Self Contain,Fadeyi Jibowu Yaba Lagos,1000000.0,1.0,1.0,Yaba,self-contain,New
Mini Flat,Onipan Ikorodu Road(ilupeju) Ilupeju Lagos,2000000.0,1.0,1.0,Ilupeju,flat & apartment,Old
Newly Built 2 Bedroom Flat,Alagomeji Yaba Lagos,3000000.0,2.0,2.0,Yaba,flat & apartment,New
Mini Flat,Shomolu Shomolu Shomolu Lagos,1800000.0,1.0,1.0,Shomolu,flat & apartment,Old
Newly Built 2 Bedroom Flat,Adekunle Ebute Metta Yaba Lagos,3000000.0,2.0,2.0,Yaba,flat & apartment,New
Newly Built 2 Bedroom Flat,Alagomeji Yaba Lagos,4000000.0,2.0,2.0,Yaba,flat & apartment,New
Newly Built 2 Bedroom Flat,Alagomeji Yaba Lagos,3000000.0,2.0,2.0,Yaba,flat & apartment,New
Newly Built Mini Flat,Onipanu Shomolu Shomolu Lagos,2000000.0,1.0,1.0,Shomolu,flat & apartment,New
Newly Built Mini Flat,Ebute Metta Adekunle Yaba Lagos,2000000.0,1.0,1.0,Yaba,flat & apartment,New
Newly Built Room Self Contain,Onipan Shomolu Shomolu Lagos,1100000.0,1.0,1.0,Shomolu,self-contain,New
Newly Built Room Self Contained,Morocco Shomolu Lagos,1000000.0,1.0,1.0,Shomolu,self-contain,New
Newly Built Mini Flat,Alagomeji Alagomeji Yaba Lagos,2000000.0,1.0,1.0,Yaba,flat & apartment,New
A Room Self Contained,Morocco Shomolu Lagos,900000.0,1.0,1.0,Shomolu,self-contain,Old
Mini Flat,Fadeyi Jibowu Yaba Lagos,1500000.0,1.0,1.0,Yaba,flat & apartment,Old
Newly Built Room Self Contain,Abule Ijesha Fola Agoro Yaba Lagos,1000000.0,1.0,1.0,Yaba,self-contain,New
Newly Built Mini Flat,Abiodun Shomolu Lagos,1500000.0,1.0,1.0,Shomolu,flat & apartment,New
Newly Built Mini Flat,Morocco Shomolu Lagos,1500000.0,1.0,1.0,Shomolu,flat & apartment,New
Newly Built Mini Flat,Palmgroove Onipanu Shomolu Lagos,1800000.0,1.0,1.0,Shomolu,flat & apartment,New
Mini Flat,Onipan Ikorodu Road(ilupeju) Ilupeju Lagos,2000000.0,1.0,1.0,Ilupeju,flat & apartment,Old
A Room Self Contained,Ebute Metta Adekunle Yaba Lagos,1000000.0,1.0,1.0,Yaba,self-contain,Old
Newly Built Mini Flat,Palm Grove Ikorodu Road(ilupeju) Ilupeju Lagos,2000000.0,1.0,1.0,Ilupeju,flat & apartment,New
Newly Built Room Self Contain,Ebute Metta Adekunle Yaba Lagos,1000000.0,1.0,1.0,Yaba,self-contain,New
Neatly Built 4 Bedroom Semi Detached Duplex,Orchid Lekki Lagos,8000000.0,4.0,4.0,Lekki,duplex,Old
3 Bedroom Flat,Ebute Metta Adekunle Yaba Lagos,3000000.0,3.0,2.0,Yaba,flat & apartment,Old
Newly Built 2 Bedroom Flat,Sabo Alagomeji Yaba Lagos,4000000.0,2.0,2.0,Yaba,flat & apartment,New
Mini Flat,Morocco Shomolu Lagos,1800000.0,1.0,1.0,Shomolu,flat & apartment,Old
A Room Self Contained,Morocco Shomolu Lagos,800000.0,1.0,1.0,Shomolu,self-contain,Old
A Room Self Contained,Morocco Shomolu Lagos,1100000.0,1.0,1.0,Shomolu,self-contain,Old
Newly Built Mini Flat,Abiodun Shomolu Lagos,1500000.0,1.0,1.0,Shomolu,flat & apartment,New
Newly Built Room Self Contain,Palmgroove Shomolu Shomolu Lagos,1000000.0,1.0,1.0,Shomolu,self-contain,New
Newly Built 2 Bedroom Flat,Sabo Alagomeji Yaba Lagos,4000000.0,2.0,2.0,Yaba,flat & apartment,New
2 Bedroom Executive Suite,"Abisola Aduke Street Off Freedom Way, Lekki. Lekki Phase 1 Lekki Lagos",120000.0,2.0,2.0,Lekki,,Old
Newly Built 2 Bedroom Flat,Alagomeji Yaba Lagos,3000000.0,2.0,2.0,Yaba,flat & apartment,New
Newly Built Room Self Contained,Onipan Shomolu Lagos,1000000.0,1.0,1.0,Shomolu,self-contain,New
Mini Flat,Apata Shomolu Shomolu Lagos,2000000.0,1.0,1.0,Shomolu,flat & apartment,Old
Room Self Contain,Onipan Shomolu Shomolu Lagos,800000.0,1.0,1.0,Shomolu,self-contain,Old
Newly Built 2 Bedroom Flat,Alagomeji Alagomeji Yaba Lagos,3000000.0,2.0,2.0,Yaba,flat & apartment,New
Newly Built Room Self Contained,Fadeyi Jibowu Yaba Lagos,1000000.0,1.0,1.0,Yaba,self-contain,New
Newly Built 2 Bedroom Flat,Alagomeji Alagomeji Yaba Lagos,4000000.0,2.0,2.0,Yaba,flat & apartment,New
Newly Built 2 Bedroom Flat,Ebute Metta Adekunle Yaba Lagos,3000000.0,2.0,3.0,Yaba,flat & apartment,New
Newly Built Mini Flat,Alagomeji Alagomeji Yaba Lagos,2000000.0,1.0,1.0,Yaba,flat & apartment,New
Mini Flat,Morocco Shomolu Shomolu Lagos,2000000.0,1.0,1.0,Shomolu,flat & apartment,Old
3 Bedroom Apartment,Bourdillon Ikoyi Lagos,30000000.0,3.0,3.0,Ikoyi,flat & apartment,Old
Newly Built Room Self Contain,Morocco Shomolu Shomolu Lagos,1000000.0,1.0,1.0,Shomolu,self-contain,New
Mini Flat,Adekunle Ebute Metta Yaba Lagos,1800000.0,1.0,1.0,Yaba,flat & apartment,Old
Newly Built Room Self Contain,Morocco Shomolu Shomolu Lagos,1000000.0,1.0,1.0,Shomolu,self-contain,New
Newly Built 2 Bedroom Flat,Fadeyi Jibowu Yaba Lagos,2000000.0,2.0,1.0,Yaba,flat & apartment,New
3 Bedroom Flat,Magodo Gra Phase 2 Kosofe Ikosi Lagos,5000000.0,3.0,3.0,Ikosi,flat & apartment,Old
Massive Room In Shared Apartment,Leeki County Homes Lekki Lagos,3000000.0,1.0,1.0,Lekki,flat & apartment,Old
Newly Built 3 Bedroom Terrace Duplex,Aguda(ogba) Ogba Lagos,6000000.0,3.0,3.0,Ogba,duplex,New
Decent Renovated 3 Bedroom Up And Ground Flat,Powerline Soluyi Gbagada Lagos,4000000.0,3.0,3.0,Gbagada,flat & apartment,Old
Newly Built Executive Mini Flat,Akoka Yaba Lagos,2500000.0,1.0,1.0,Yaba,flat & apartment,New
2 Bedroom Flat,"Peace Estate, Soluyi Gbagada Lagos",3000000.0,2.0,2.0,Gbagada,flat & apartment,Old
3 Bedroom Flat,Millenuim Ups Gbagada Lagos,6000000.0,3.0,3.0,Gbagada,flat & apartment,Old
5 Bedroom Semi Detached Duplex,Dehinde Ifako Gbagada Gbagada Lagos,10000000.0,5.0,5.0,Gbagada,duplex,Old
3 Bedroom Flat With A Bq,Alapere Kosofe Ikosi Lagos,4000000.0,3.0,3.0,Ikosi,flat & apartment,Old
4 Bedroom Semi Detached Duplex,Magodo Gra Phase 2 Kosofe Ikosi Lagos,11000000.0,4.0,4.0,Ikosi,duplex,Old
2 Bedroom Flat,Anthony Village Maryland Lagos,5000000.0,2.0,2.0,Maryland,flat & apartment,Old
Newly Built Mini Flat,Ajibola Crescent Alapere Kosofe Ikosi Lagos,1700000.0,1.0,1.0,Ikosi,flat & apartment,New
4 Bedroom Detached Duplex,Unilag Estate Magodo Gra Phase 1 Ojodu Lagos,7000000.0,4.0,4.0,Ojodu,duplex,Old
3 Bedroom Terraced Duplex With Bq,Ogudu Ogudu Lagos,7500000.0,3.0,3.0,Ogudu,duplex,Old
Newly Built Mini Flat,Mende Maryland Lagos,6000000.0,3.0,3.0,Maryland,flat & apartment,New
Studio Apartment,Grace Court In Royal Prime Estate Lekki Phase 2 Lekki Lagos,2500000.0,1.0,1.0,Lekki,flat & apartment,Old
Newly Built 4 Bedroom Detached Duplex,Oregun Ikeja Lagos,15000000.0,4.0,4.0,Ikeja,duplex,New
Lovely Newly Built 2 Bedroom Ground Flat,Harmony Estate Ifako Gbagada Gbagada Lagos,4000000.0,2.0,2.0,Gbagada,flat & apartment,New
Newly Built Studio Apartment,Off Pedro Road Gbagada Lagos,1300000.0,1.0,1.0,Gbagada,flat & apartment,New
Newly Built 2 Bedroom Flat,Arowojobe Estate Mende Maryland Lagos,4000000.0,2.0,2.0,Maryland,flat & apartment,New
3 Bedroom Flat,Agboyi Estate Alapere Kosofe Ikosi Lagos,3000000.0,3.0,3.0,Ikosi,flat & apartment,Old
3 Bedroom Flat,"Adeyeye, Millenuim Ups Gbagada Lagos",7000000.0,3.0,3.0,Gbagada,flat & apartment,Old
2 Bedroom Flat,Soluyi Gbagada Lagos,2500000.0,2.0,2.0,Gbagada,flat & apartment,Old
3 Bedroom Flat,Atunranse Estate Gbagada Lagos,4500000.0,3.0,3.0,Gbagada,flat & apartment,Old
2 Bedroom Flat,Onigbongbo Maryland Lagos,4000000.0,2.0,2.0,Maryland,flat & apartment,Old
Mini Flat,Oshogbo Street Ogudu Orike Ogudu Lagos,1800000.0,1.0,1.0,Ogudu,flat & apartment,Old
Room Self Contain,Medina Gbagada Lagos,700000.0,1.0,1.0,Gbagada,self-contain,Old
5 Bedroom Detached Duplex,Glory Estate Ifako Gbagada Gbagada Lagos,10000000.0,5.0,5.0,Gbagada,duplex,Old
Mini Flat,Off Ramat Crescent Ogudu Ogudu Lagos,3500000.0,1.0,1.0,Ogudu,flat & apartment,Old
Newly Built 2 Bedroom Up Flat,Off Pedro Road Gbagada Lagos,4000000.0,2.0,2.0,Gbagada,flat & apartment,New
3 Bedroom Flat,Millenuim Ups Gbagada Lagos,6000000.0,3.0,3.0,Gbagada,flat & apartment,Old
3 Bedroom Terrace Duplex,Soluyi Gbagada Lagos,4500000.0,3.0,3.0,Gbagada,duplex,Old
3 Bedroom Flat,Soluyi Gbagada Lagos,3000000.0,3.0,3.0,Gbagada,flat & apartment,Old
Mini Flat,Soluyi Gbagada Lagos,1800000.0,1.0,1.0,Gbagada,flat & apartment,Old
Mini Flat,Shakiru Adeoye Ogudu Orike Ogudu Lagos,1500000.0,1.0,1.0,Ogudu,flat & apartment,Old
3 Bedroom Apartment,Bourdillon Ikoyi Lagos,30000000.0,3.0,3.0,Ikoyi,flat & apartment,Old
5 Bedroom Semi Detached Duplex,Magodo Gra Phase 2 Kosofe Ikosi Lagos,18000000.0,5.0,5.0,Ikosi,duplex,Old
2 Bedroom Flat,"Alarape, New Garage Gbagada Lagos",3500000.0,2.0,2.0,Gbagada,flat & apartment,Old
4 Bedroom Semi Detached Duplex,Gbagada Phase 2 Gbagada Lagos,10000000.0,4.0,4.0,Gbagada,duplex,Old
2 Bedroom Flat,Magodo Gra Phase 2 Kosofe Ikosi Lagos,5000000.0,2.0,2.0,Ikosi,flat & apartment,Old
2 Bedroom Flat,Aguda(ogba) Ogba Lagos,2500000.0,2.0,2.0,Ogba,flat & apartment,Old
Newly Built 2 Bedroom Flat,Soluyi Gbagada Lagos,3500000.0,2.0,2.0,Gbagada,flat & apartment,New
Newly Built Lovely Mini Flat,Harmony Estate Ifako Gbagada Gbagada Lagos,2500000.0,1.0,1.0,Gbagada,flat & apartment,New
Executive 2 Bedroom Up Flat,Akoka Yaba Lagos,3500000.0,2.0,2.0,Yaba,flat & apartment,Old
Mini Flat,Alhaja Eleshin Ogudu Ogudu Lagos,1200000.0,1.0,1.0,Ogudu,flat & apartment,Old
Mini Flat,Oworonshoki Gbagada Lagos,1200000.0,1.0,1.0,Gbagada,flat & apartment,Old
Shared Apartment,Association Avenue Shangisha Kosofe Ikosi Lagos,1000000.0,1.0,1.0,Ikosi,flat & apartment,Old
4 Bedroom Flat With Bq,Macdonald Court Old Ikoyi Ikoyi Lagos,30000000.0,4.0,4.0,Ikoyi,flat & apartment,Old
Newly Built 2 Bedroom Flat,Ebute Metta Adekunle Yaba Lagos,5000000.0,2.0,2.0,Yaba,flat & apartment,New
Newly Built Room Self Contain,Morocco Shomolu Shomolu Lagos,2500000.0,1.0,1.0,Shomolu,self-contain,New
Newly Built Mini Flat,Fadeyi Jibowu Yaba Lagos,1600000.0,1.0,1.0,Yaba,flat & apartment,New
Newly Built 2 Bedroom Flat,Alagomeji Alagomeji Yaba Lagos,3000000.0,2.0,2.0,Yaba,flat & apartment,New
Newly Built Room Self Contain,Bajulaye Shomolu Shomolu Lagos,1000000.0,1.0,1.0,Shomolu,self-contain,New
Newly Built Room Self Contain,Shomolu Shomolu Shomolu Lagos,1000000.0,1.0,1.0,Shomolu,self-contain,New
3 Bedroom Apartment,Bourdillon Ikoyi Lagos,30000000.0,3.0,3.0,Ikoyi,flat & apartment,Old
Newly Built 2 Bedroom Flat,Ebute Metta Adekunle Yaba Lagos,5000000.0,2.0,2.0,Yaba,flat & apartment,New
Newly Built Mini Flat,Alagomeji Alagomeji Yaba Lagos,2000000.0,1.0,1.0,Yaba,flat & apartment,New
Newly Built Mini Flat,Palmgroove Ikorodu Road(ilupeju) Ilupeju Lagos,2000000.0,1.0,1.0,Ilupeju,flat & apartment,New
Newly Built Mini Flat,Fadeyi Jibowu Yaba Lagos,1600000.0,1.0,1.0,Yaba,flat & apartment,New
Newly Built Mini Flat,Morocco Fola Agoro Yaba Lagos,2000000.0,1.0,1.0,Yaba,flat & apartment,New
Furnished 3 Bedroom Duplex With Bq,Adeniyi Jones Ikeja Lagos,18000000.0,3.0,4.0,Ikeja,duplex,Old
Furnished 2 Bedroom Apartment,Shonibare Estate Mobolaji Bank Anthony Way Ikeja Lagos,15000000.0,2.0,3.0,Ikeja,flat & apartment,Old
Relatively New Room Self Contained,Gbagada Lagos,1200000.0,1.0,1.0,Gbagada,self-contain,Old
